Stage,hours_per_week,academic_stress,struggle_with_managing,start_assignments_closer_deadline,Skill_Programming,Skill_Math,Skill_Technical_Comm,Skill_Web_Development,Grade_CM1601,Grade_CM1602,Grade_CM1603,Grade_CM1604,Grade_CM1605,Grade_CM1606,Grade_CM2601,Grade_CM2602,Grade_CM2603,Grade_CM2604,Grade_CM2605,Grade_CM2606,Grade_CM2607,Grade_CM3606,Grade_CM3604,Grade_CM3602,Grade_CM3603,Grade_CM4605,Grade_CM4604,Grade_CM4601,Grade_CM4606,Grade_CM4603,Year1_GPA,Year2_GPA,Year3_GPA,Year4_GPA,Balancing multiple courses or projects,Not knowing how to prioritize task,Starting tasks too late
2,1.5,1,3,3,3,3,3,5,1.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.875,0.0,0.0,0,0,1
3,1.5,4,2,2,3,3,3,4,4.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.125,2.0,2.125,0.0,0,0,1
2,4.0,4,3,3,3,3,3,4,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.0,0.0,0,0,1
1,4.0,4,3,3,3,5,3,4,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0,0,1
3,7.5,3,1,2,4,4,4,4,3.0,3.0,2.0,4.0,4.0,3.0,2.0,4.0,1.0,2.0,4.0,4.0,3.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.125,2.625,2.25,0.0,1,0,0
3,7.5,3,1,2,4,4,4,4,2.0,3.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.125,2.875,2.25,0.0,1,0,0
3,7.5,3,1,2,4,3,4,4,2.0,4.0,4.0,4.0,1.0,3.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.875,2.75,2.25,0.0,0,0,1
3,7.5,3,1,2,4,4,4,4,3.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.125,2.25,0.0,1,0,0
3,4.0,3,2,3,4,2,4,4,1.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.125,2.125,0.0,1,0,1
4,4.0,3,2,2,4,5,5,5,2.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,4.0,3.0,2.0,2.0,0.0,4.0,2.0,2.0,2.0,0.0,4.0,2.125,2.0,2.25,2.25,0,0,1
4,7.5,3,1,2,4,5,3,4,2.0,4.0,4.0,1.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,4.0,2.0,2.0,2.0,4.0,0.0,2.375,2.875,2.25,2.25,0,1,1
2,4.0,4,3,3,3,3,3,4,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.875,1.0,0.0,0.0,0,0,1
3,4.0,2,2,2,4,4,4,4,3.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.625,2.25,2.25,0.0,0,0,1
3,7.5,3,1,2,4,4,4,2,3.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.875,1.75,2.125,0.0,1,0,0
2,4.0,4,3,3,4,3,3,5,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.625,1.0,0.0,0.0,0,0,1
4,7.5,3,1,2,4,5,5,5,2.0,4.0,4.0,1.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0,4.0,3.0,1.0,2.0,0.0,4.0,2.0,2.0,2.0,3.0,0.0,2.625,3.125,1.5,2.125,1,0,0
2,4.0,4,2,3,3,3,3,4,1.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.875,1.0,0.0,0.0,0,0,1
2,4.0,3,3,3,3,3,3,4,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.875,1.125,0.0,0.0,0,0,1
3,7.5,3,1,2,3,3,4,5,2.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,2.5,2.125,0.0,1,0,1
1,1.5,3,2,2,3,3,3,4,2.0,3.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.125,0.0,0.0,0.0,0,0,1
1,7.5,3,1,2,3,4,3,4,2.0,3.0,4.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.625,0.0,0.0,0.0,0,0,1
3,7.5,3,1,2,4,4,4,5,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.625,2.625,2.125,0.0,1,0,0
2,5.595160941888097,3,3,2,3,2,4,4,4.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.625,1.125,0.0,0.0,0,0,1
3,7.5,3,2,2,4,5,4,4,3.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.125,3.25,2.125,0.0,1,0,0
1,1.5,3,3,2,4,3,3,4,2.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0,0,1
1,4.0,4,3,3,3,2,3,4,1.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0,0,1
2,4.0,4,2,3,4,3,3,4,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.625,1.375,0.0,0.0,0,0,1
2,4.0,4,2,3,3,3,3,5,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,1.625,0.0,0.0,0,0,1
1,7.5,3,1,2,4,4,4,5,3.0,4.0,4.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.125,0.0,0.0,0.0,1,0,0
2,1.5,4,3,3,3,3,3,4,1.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.125,1.0,0.0,0.0,0,0,0
3,7.5,3,2,2,4,5,4,5,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.375,2.75,2.125,0.0,1,0,0
2,4.0,4,3,3,3,3,3,4,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.0,0.0,0,0,1
3,7.5,3,1,2,4,4,4,4,3.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,2.125,2.125,0.0,1,0,0
2,4.0,4,2,3,3,3,3,4,2.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,1.0,0.0,0.0,0,0,1
2,4.0,4,2,3,3,2,3,4,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.0,0.0,0,0,1
2,4.0,3,2,3,4,3,4,4,4.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.25,0.0,0.0,0,0,1
2,4.0,5,3,3,4,3,3,4,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.875,1.875,0.0,0.0,0,0,1
2,4.0,4,2,3,3,3,3,4,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.625,1.0,0.0,0.0,0,0,1
3,7.5,3,1,2,4,5,4,4,2.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.875,2.625,2.25,0.0,1,0,0
2,4.0,4,2,3,3,3,4,4,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.0,0.0,0,0,1
1,4.0,4,2,3,3,2,5,4,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.625,0.0,0.0,0.0,0,0,1
2,4.0,4,2,3,3,2,3,4,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.875,1.0,0.0,0.0,0,0,1
4,7.5,3,1,2,4,5,5,4,2.0,1.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,4.0,3.0,2.0,2.0,4.0,0.0,2.25,2.125,1.5,2.75,1,0,0
3,5.595160941888097,3,1,2,4,5,5,5,2.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.125,2.625,2.25,0.0,0,1,0
3,1.5,3,1,2,4,5,4,5,3.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.875,2.375,3.0,0.0,1,0,0
2,7.5,3,2,2,3,3,3,4,1.0,4.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,1.625,0.0,0.0,0,1,0
1,4.0,3,2,2,4,3,3,5,4.0,3.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0,1,0
4,7.5,3,2,2,4,4,4,4,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,0.0,4.0,2.0,2.0,2.0,3.0,0.0,2.5,2.375,2.25,2.125,1,0,0
1,7.5,3,2,3,4,2,3,5,3.0,3.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.625,0.0,0.0,0.0,1,0,0
3,7.5,3,1,2,4,4,4,4,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.625,2.25,1.375,0.0,1,0,0
1,7.5,3,2,2,4,5,3,5,2.0,1.0,4.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.625,0.0,0.0,0.0,1,0,0
3,7.5,3,1,2,4,5,4,5,3.0,4.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.875,2.5,2.125,0.0,1,0,0
2,7.5,1,2,3,2,3,3,4,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.75,0.0,0.0,0,1,0
3,7.5,3,2,2,4,2,2,4,3.0,3.0,2.0,3.0,1.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.625,2.5,2.25,0.0,1,0,0
2,4.0,4,3,3,3,3,3,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,1.125,0.0,0.0,0,0,1
1,1.5,4,3,3,3,2,3,3,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0,1
3,7.5,3,1,2,4,3,4,5,1.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.625,1.625,1.5,0.0,0,0,1
1,1.5,4,3,3,3,2,3,4,1.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.625,0.0,0.0,0.0,0,0,1
4,7.5,3,1,2,4,5,4,4,2.0,3.0,4.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,1.0,2.0,3.0,0.0,2.0,2.0,2.0,3.0,0.0,2.75,2.625,1.375,2.125,0,1,1
3,7.5,4,1,2,4,4,5,5,2.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.0,2.125,0.0,0,1,1
1,4.0,4,3,3,3,3,3,4,1.0,2.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.875,0.0,0.0,0.0,0,0,1
2,7.5,3,1,2,5,3,3,5,2.0,3.0,3.0,1.0,2.0,1.0,4.0,2.0,2.0,3.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.875,2.5,0.0,0.0,0,0,1
3,4.0,3,3,3,3,3,3,3,1.0,1.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.125,1.625,2.125,0.0,0,1,1
3,7.5,3,1,2,4,4,3,5,4.0,2.0,2.0,4.0,2.0,3.0,2.0,4.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.25,1.5,0.0,1,0,0
3,4.0,4,2,2,3,4,3,4,1.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.125,1.5,2.25,0.0,0,0,0
3,7.5,4,1,2,4,4,5,4,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.5,3.0,2.25,0.0,1,0,0
1,7.5,3,2,2,4,2,4,5,1.0,2.0,2.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.125,0.0,0.0,0.0,0,1,0
3,4.0,3,3,2,3,3,3,4,2.0,1.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.375,1.875,2.125,0.0,0,0,1
2,4.0,4,2,3,3,3,3,4,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.625,1.0,0.0,0.0,0,0,1
3,7.5,4,3,2,4,4,3,5,2.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.625,2.375,2.25,0.0,0,1,0
3,7.5,3,1,2,4,5,4,5,3.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.375,3.0,2.125,0.0,1,0,0
2,4.0,4,1,2,3,3,3,4,2.0,3.0,2.0,2.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.625,1.375,0.0,0.0,0,0,1
1,5.595160941888097,4,1,2,4,3,3,4,1.0,3.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.375,0.0,0.0,0.0,0,0,1
2,7.5,4,3,3,3,3,3,4,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,1.0,0.0,0.0,0,0,1
4,1.5,3,1,2,4,4,5,4,2.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,1.0,2.0,4.0,0.0,2.0,2.0,2.0,0.0,4.0,2.75,3.0,1.5,2.25,1,0,0
1,7.5,3,2,2,4,4,4,5,2.0,4.0,4.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.875,0.0,0.0,0.0,1,0,0
1,4.0,4,2,2,4,4,3,4,2.0,2.0,2.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,1,0,0
3,7.5,3,1,2,4,4,4,4,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,3.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.875,2.875,2.125,0.0,1,0,0
3,7.5,3,1,2,4,4,3,4,3.0,1.0,4.0,4.0,2.0,3.0,2.0,4.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.875,2.625,2.25,0.0,1,0,0
4,7.5,3,1,1,4,5,4,4,2.0,4.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,2.0,2.0,4.0,3.0,0.0,2.0,4.0,0.0,2.0,2.0,2.0,0.0,4.0,2.625,3.125,3.0,2.25,1,0,0
1,4.0,4,2,3,3,2,3,4,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.625,0.0,0.0,0.0,0,0,1
2,1.5,4,3,3,3,3,3,4,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.875,1.0,0.0,0.0,0,0,1
1,7.5,4,2,3,3,3,3,4,1.0,1.0,1.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.125,0.0,0.0,0.0,0,0,1
3,7.5,3,1,2,4,4,4,5,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.375,2.625,2.25,0.0,1,0,0
2,4.0,4,2,3,3,3,3,4,1.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.125,0.0,0.0,0,0,1
2,4.0,4,2,3,3,2,3,4,1.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.25,0.0,0.0,0,0,1
1,5.595160941888097,3,2,2,4,3,4,4,3.0,4.0,4.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.875,0.0,0.0,0.0,0,0,1
3,4.0,1,1,2,4,4,4,4,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.125,2.0,2.125,0.0,1,0,1
3,7.5,4,2,2,4,5,4,2,3.0,1.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.125,2.375,2.25,0.0,1,0,0
3,5.595160941888097,3,1,2,5,3,3,4,3.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0,4.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.7142857142857144,2.5,1.375,0.0,0,1,0
3,7.5,3,3,2,4,5,4,5,3.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.875,2.5,2.25,0.0,1,0,0
2,7.5,2,1,2,4,4,4,4,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.875,2.875,0.0,0.0,1,0,0
2,4.0,3,2,2,4,4,4,4,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,1.625,0.0,0.0,0,0,1
1,4.0,4,3,3,3,3,3,5,1.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.625,0.0,0.0,0.0,0,0,1
2,4.0,4,3,3,3,3,3,4,1.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.125,0.0,0.0,0,0,1
2,5.595160941888097,1,2,2,3,3,3,4,4.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.375,1.0,0.0,0.0,0,0,1
1,7.5,4,2,2,3,3,3,4,1.0,2.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0,0,1
2,1.5,3,2,3,3,3,3,4,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0,0,1
2,1.5,4,2,3,3,3,3,4,1.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.875,1.125,0.0,0.0,0,0,1
1,4.0,4,3,3,3,3,3,4,1.0,2.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0,0,1
3,5.595160941888097,3,1,2,4,2,5,5,2.0,3.0,1.0,2.0,1.0,4.0,1.0,4.0,4.0,2.0,4.0,2.0,3.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.375,3.0,2.25,0.0,1,0,0
3,7.5,3,3,2,4,4,2,4,3.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,3.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,2.5,2.125,0.0,1,0,0
4,1.5,3,1,2,4,4,4,5,3.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,4.0,0.0,2.0,2.0,2.0,0.0,3.0,3.5,2.125,1.5,2.125,1,0,0
1,5.595160941888097,3,2,2,4,5,3,4,3.0,2.0,1.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.625,0.0,0.0,0.0,1,0,0
