Stage,hours_per_week ,academic_stress,choosing_new_courses_decision ,Mng_academic_tasks,struggle_with_managing ,challenges_handling_workload, start_assignments_closer_deadline,Skill_Programming,Skill_Math,Skill_DS_Algo,Skill_Technical_Comm,Skill_Web_Development,Grade_CM1601,Grade_CM1602,Grade_CM1603,Grade_CM1604,Grade_CM1605,Grade_CM1606,Grade_CM2601,Grade_CM2602,Grade_CM2603,Grade_CM2604,Grade_CM2605,Grade_CM2606,Grade_CM2607,Grade_CM3606,Grade_CM3604,Grade_CM3602,Grade_CM3603,Grade_CM4605,Grade_CM4604,Grade_CM4601,Grade_CM4606,Grade_CM4603,Year1_GPA,Year2_GPA,Year3_GPA,Year4_GPA
Stage 3,More than 10hrs,1,Personal interest in the subject;Career or job relevance;Recommendations from friends or seniors,I usually remember them mentally,Rarely,Not knowing how to prioritize task,Rarely/Never,5,5,4,4,5,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.5,3.625,3.0,0.0
Stage 3,More than 10hrs,1,Personal interest in the subject;Recommendations from friends or seniors,To-do list or planner apps;I usually remember them mentally,Rarely,Balancing multiple courses or projects,Rarely/Never,4,4,4,5,4,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.625,3.5,3.875,0.0
Stage 3,More than 10hrs,2,Career or job relevance,To-do list or planner apps,Rarely,Balancing multiple courses or projects,Rarely/Never,5,4,4,5,5,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.5,3.125,0.0
Stage 4,More than 10hrs,2,Career or job relevance;Recommendations from friends or seniors,To-do list or planner apps,Rarely,Starting tasks too late,Rarely/Never,4,5,5,4,4,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,0.0,4.0,3.0,3.0,3.0,0.0,3.25,3.375,3.25,3.5
Stage 3,More than 10hrs,1,Personal interest in the subject,I usually remember them mentally,Rarely,Forgetting deadlines or exam dates,Rarely/Never,4,4,5,5,4,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.625,3.875,3.25,0.0
Stage 4,More than 10hrs,2,Career or job relevance,Notes on phone or paper,Rarely,Forgetting deadlines or exam dates,Rarely/Never,4,5,5,5,5,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,0.0,3.0,3.0,3.0,0.0,3.0,3.75,3.75,3.25,3.0
Stage 3,More than 10hrs,2,Career or job relevance,To-do list or planner apps;I usually remember them mentally,Rarely,Not knowing how to prioritize task,Rarely/Never,5,5,5,4,4,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.375,3.75,3.875,0.0
Stage 4,5 - 10 hrs,1,Personal interest in the subject,I usually remember them mentally,Rarely,Not knowing how to prioritize task,Rarely/Never,5,4,5,5,4,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,3.0,3.0,0.0,3.125,3.375,4.0,3.75
Stage 3,More than 10hrs,1,Career or job relevance,To-do list or planner apps,Rarely,Forgetting deadlines or exam dates,Rarely/Never,5,5,5,5,5,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.375,3.25,3.125,0.0
Stage 3,More than 10hrs,2,Personal interest in the subject,To-do list or planner apps;I usually remember them mentally,Rarely,Forgetting deadlines or exam dates,Rarely/Never,4,5,5,4,4,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.625,3.625,3.75,0.0
Stage 3,More than 10hrs,1,Personal interest in the subject;Career or job relevance;Recommendations from friends or seniors,To-do list or planner apps;I usually remember them mentally,Rarely,Not knowing how to prioritize task,Rarely/Never,4,4,4,4,4,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.125,3.5,3.75,0.0
Stage 3,5 - 10 hrs,2,Career or job relevance,To-do list or planner apps,Rarely,Balancing multiple courses or projects,Rarely/Never,4,5,5,5,4,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.625,3.375,3.75,0.0
Stage 3,More than 10hrs,1,Career or job relevance,To-do list or planner apps,Rarely,Starting tasks too late,Rarely/Never,4,5,4,5,4,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.5,3.625,3.0,0.0
Stage 4,5 - 10 hrs,1,Personal interest in the subject;Recommendations from friends or seniors,To-do list or planner apps;I usually remember them mentally,Rarely,Starting tasks too late,Rarely/Never,4,5,5,5,4,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,0.0,3.0,3.0,3.0,4.0,0.0,3.0,3.5,3.25,3.125
Stage 3,More than 10hrs,2,Personal interest in the subject;Career or job relevance;Recommendations from friends or seniors,To-do list or planner apps,Rarely,Forgetting deadlines or exam dates,Rarely/Never,4,4,5,4,4,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.875,3.75,3.0,0.0
Stage 4,5 - 10 hrs,2,Career or job relevance;Recommendations from friends or seniors,To-do list or planner apps;I usually remember them mentally,Rarely,Not knowing how to prioritize task,Rarely/Never,5,5,5,4,4,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,0.0,3.0,3.0,4.0,4.0,0.0,3.0,3.625,3.5,3.75,3.375
Stage 4,5 - 10 hrs,2,Career or job relevance;Recommendations from friends or seniors,To-do list or planner apps;I usually remember them mentally,Rarely,Starting tasks too late,Rarely/Never,4,4,5,4,4,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,0.0,4.0,3.0,4.0,4.0,0.0,3.625,3.375,3.25,3.75
Stage 4,More than 10hrs,1,Personal interest in the subject;Recommendations from friends or seniors,Notes on phone or paper,Rarely,Forgetting deadlines or exam dates,Rarely/Never,4,5,4,5,5,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,0.0,4.0,4.0,4.0,3.0,0.0,3.0,3.375,3.5,3.125,3.75
Stage 4,More than 10hrs,1,Personal interest in the subject;Recommendations from friends or seniors,To-do list or planner apps,Rarely,Balancing multiple courses or projects,Rarely/Never,5,4,4,5,5,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,0.0,3.0,3.0,4.0,4.0,0.0,3.375,3.625,3.875,3.25
Stage 4,5 - 10 hrs,1,Personal interest in the subject,To-do list or planner apps,Rarely,Not knowing how to prioritize task,Rarely/Never,5,5,4,5,5,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,0.0,3.0,4.0,3.0,4.0,0.0,3.25,3.375,3.25,3.375
Stage 4,More than 10hrs,2,Personal interest in the subject,To-do list or planner apps;I usually remember them mentally,Rarely,Starting tasks too late,Rarely/Never,5,5,5,4,4,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,0.0,3.0,4.0,4.0,4.0,0.0,3.5,3.5,3.125,3.5
Stage 3,5 - 10 hrs,2,Personal interest in the subject;Recommendations from friends or seniors,To-do list or planner apps;I usually remember them mentally,Rarely,Balancing multiple courses or projects,Rarely/Never,4,4,4,4,4,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.375,3.625,3.25,0.0
Stage 3,5 - 10 hrs,1,Personal interest in the subject;Career or job relevance;Recommendations from friends or seniors,To-do list or planner apps,Rarely,Balancing multiple courses or projects,Rarely/Never,4,4,5,4,5,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.5,3.625,3.875,0.0
Stage 3,5 - 10 hrs,1,Personal interest in the subject,Notes on phone or paper,Rarely,Not knowing how to prioritize task,Rarely/Never,4,4,4,5,5,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.375,3.625,3.125,0.0
Stage 4,5 - 10 hrs,2,Personal interest in the subject;Career or job relevance;Recommendations from friends or seniors,To-do list or planner apps;I usually remember them mentally,Rarely,Balancing multiple courses or projects,Rarely/Never,5,5,5,5,5,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,0.0,4.0,3.0,4.0,3.0,0.0,3.5,3.625,3.75,3.625
Stage 3,More than 10hrs,1,Personal interest in the subject;Career or job relevance;Recommendations from friends or seniors,To-do list or planner apps,Rarely,Not knowing how to prioritize task,Rarely/Never,5,5,4,5,4,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.625,3.375,3.75,0.0
Stage 3,More than 10hrs,2,Personal interest in the subject,Notes on phone or paper,Rarely,Not knowing how to prioritize task,Rarely/Never,4,5,4,4,5,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.625,3.75,3.125,0.0
Stage 4,5 - 10 hrs,1,Personal interest in the subject,Notes on phone or paper,Rarely,Forgetting deadlines or exam dates,Rarely/Never,4,5,4,5,5,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,0.0,3.0,3.0,4.0,0.0,3.0,3.75,3.625,3.875,3.125
Stage 4,More than 10hrs,2,Career or job relevance;Recommendations from friends or seniors,Notes on phone or paper,Rarely,Not knowing how to prioritize task,Rarely/Never,4,4,5,5,5,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,4.0,3.0,3.0,0.0,3.125,3.125,3.0,3.25
Stage 4,More than 10hrs,1,Career or job relevance;Recommendations from friends or seniors,To-do list or planner apps;I usually remember them mentally,Rarely,Forgetting deadlines or exam dates,Rarely/Never,5,5,4,5,5,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,0.0,3.0,4.0,3.0,4.0,4.0,0.0,3.75,3.5,3.125,3.75
Stage 3,5 - 10 hrs,2,Personal interest in the subject;Recommendations from friends or seniors,To-do list or planner apps,Rarely,Balancing multiple courses or projects,Rarely/Never,5,5,4,5,5,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.875,3.125,3.75,0.0
Stage 4,5 - 10 hrs,1,Personal interest in the subject;Career or job relevance;Recommendations from friends or seniors,To-do list or planner apps;I usually remember them mentally,Rarely,Starting tasks too late,Rarely/Never,4,4,4,5,4,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,3.5,3.25,3.25,4.0
Stage 4,More than 10hrs,2,Personal interest in the subject;Career or job relevance;Recommendations from friends or seniors,Notes on phone or paper,Rarely,Starting tasks too late,Rarely/Never,5,4,5,4,5,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,0.0,3.0,4.0,4.0,0.0,3.0,3.5,3.5,3.875,3.375
Stage 4,More than 10hrs,2,Personal interest in the subject,To-do list or planner apps,Rarely,Not knowing how to prioritize task,Rarely/Never,4,4,4,4,4,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,0.0,4.0,3.0,4.0,4.0,3.0,0.0,3.375,3.5,3.25,3.375
Stage 3,5 - 10 hrs,1,Personal interest in the subject;Recommendations from friends or seniors,I usually remember them mentally,Rarely,Not knowing how to prioritize task,Rarely/Never,5,4,5,4,4,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.625,3.625,3.125,0.0
Stage 4,More than 10hrs,1,Personal interest in the subject;Career or job relevance;Recommendations from friends or seniors,I usually remember them mentally,Rarely,Not knowing how to prioritize task,Rarely/Never,4,5,4,5,4,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,3.0,3.0,3.0,3.0,0.0,4.0,3.125,3.75,3.875,3.125
Stage 3,More than 10hrs,2,Career or job relevance;Recommendations from friends or seniors,I usually remember them mentally,Rarely,Balancing multiple courses or projects,Rarely/Never,5,5,5,5,4,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.125,3.625,3.0,0.0
Stage 3,More than 10hrs,1,Career or job relevance,I usually remember them mentally,Rarely,Forgetting deadlines or exam dates,Rarely/Never,5,5,5,4,4,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.625,3.625,3.125,0.0
Stage 4,5 - 10 hrs,1,Personal interest in the subject;Career or job relevance;Recommendations from friends or seniors,Notes on phone or paper,Rarely,Not knowing how to prioritize task,Rarely/Never,5,5,5,5,5,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,0.0,4.0,3.0,3.0,4.0,4.0,0.0,3.375,3.375,3.875,3.25
Stage 3,More than 10hrs,1,Career or job relevance;Recommendations from friends or seniors,To-do list or planner apps;I usually remember them mentally,Rarely,Forgetting deadlines or exam dates,Rarely/Never,4,5,4,5,5,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.625,3.125,3.0,0.0
Stage 4,More than 10hrs,2,Career or job relevance,To-do list or planner apps;I usually remember them mentally,Rarely,Not knowing how to prioritize task,Rarely/Never,5,5,5,5,4,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,0.0,4.0,4.0,3.0,4.0,0.0,3.375,3.625,3.25,3.875
Stage 4,More than 10hrs,2,Personal interest in the subject,Notes on phone or paper,Rarely,Forgetting deadlines or exam dates,Rarely/Never,5,4,4,5,5,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,0.0,3.0,4.0,3.0,4.0,0.0,3.5,3.25,3.125,3.375
Stage 3,5 - 10 hrs,1,Career or job relevance,To-do list or planner apps;I usually remember them mentally,Rarely,Not knowing how to prioritize task,Rarely/Never,5,5,4,5,5,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,3.25,3.75,0.0
Stage 3,More than 10hrs,1,Personal interest in the subject;Career or job relevance;Recommendations from friends or seniors,Notes on phone or paper,Rarely,Forgetting deadlines or exam dates,Rarely/Never,4,4,4,5,5,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,3.375,3.25,0.0
Stage 4,5 - 10 hrs,2,Career or job relevance;Recommendations from friends or seniors,Notes on phone or paper,Rarely,Not knowing how to prioritize task,Rarely/Never,4,5,5,4,4,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,0.0,4.0,3.0,3.0,0.0,3.0,3.75,3.5,3.75,3.5
Stage 4,More than 10hrs,1,Personal interest in the subject;Career or job relevance;Recommendations from friends or seniors,To-do list or planner apps;I usually remember them mentally,Rarely,Balancing multiple courses or projects,Rarely/Never,5,4,4,4,5,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,0.0,4.0,4.0,3.0,3.0,0.0,3.0,3.875,3.25,3.875,3.5
Stage 3,5 - 10 hrs,2,Career or job relevance;Recommendations from friends or seniors,To-do list or planner apps;I usually remember them mentally,Rarely,Forgetting deadlines or exam dates,Rarely/Never,5,5,4,4,5,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.625,3.625,3.875,0.0
Stage 4,More than 10hrs,2,Personal interest in the subject,To-do list or planner apps,Rarely,Starting tasks too late,Rarely/Never,4,4,4,4,5,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,0.0,4.0,4.0,3.0,4.0,0.0,4.0,3.625,3.625,3.25,3.75
Stage 3,More than 10hrs,2,Personal interest in the subject;Career or job relevance;Recommendations from friends or seniors,I usually remember them mentally,Rarely,Starting tasks too late,Rarely/Never,5,4,4,5,5,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.375,3.5,3.875,0.0
Stage 4,More than 10hrs,1,Career or job relevance;Recommendations from friends or seniors,Notes on phone or paper,Rarely,Not knowing how to prioritize task,Rarely/Never,4,4,4,5,5,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,0.0,3.0,4.0,4.0,4.0,0.0,3.5,3.5,3.875,3.5
Stage 4,More than 10hrs,2,Career or job relevance,To-do list or planner apps,Rarely,Starting tasks too late,Rarely/Never,5,4,5,4,5,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,0.0,3.0,4.0,3.0,0.0,4.0,3.75,3.875,3.875,3.375
Stage 3,More than 10hrs,1,Career or job relevance;Recommendations from friends or seniors,To-do list or planner apps,Rarely,Forgetting deadlines or exam dates,Rarely/Never,4,5,4,4,5,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.375,3.375,3.125,0.0
Stage 4,More than 10hrs,1,Career or job relevance,I usually remember them mentally,Rarely,Balancing multiple courses or projects,Rarely/Never,4,5,5,4,4,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,0.0,3.0,4.0,4.0,4.0,0.0,4.0,3.5,3.25,3.125,4.0
Stage 3,5 - 10 hrs,1,Career or job relevance;Recommendations from friends or seniors,To-do list or planner apps;I usually remember them mentally,Rarely,Starting tasks too late,Rarely/Never,4,5,5,5,4,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,3.5,3.125,0.0
Stage 4,More than 10hrs,1,Personal interest in the subject;Career or job relevance;Recommendations from friends or seniors,I usually remember them mentally,Rarely,Starting tasks too late,Rarely/Never,4,4,5,4,4,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,0.0,3.0,3.0,3.0,4.0,0.0,3.0,3.5,3.375,3.875,3.125
Stage 4,More than 10hrs,1,Career or job relevance,I usually remember them mentally,Rarely,Not knowing how to prioritize task,Rarely/Never,4,4,5,4,5,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,0.0,3.0,3.0,4.0,0.0,4.0,3.625,3.5,3.875,3.25
Stage 4,More than 10hrs,2,Personal interest in the subject;Career or job relevance;Recommendations from friends or seniors,To-do list or planner apps;I usually remember them mentally,Rarely,Not knowing how to prioritize task,Rarely/Never,4,5,5,5,4,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,0.0,4.0,3.0,3.0,3.0,0.0,4.0,3.625,3.625,3.25,3.125
Stage 4,More than 10hrs,2,Career or job relevance,To-do list or planner apps,Rarely,Starting tasks too late,Rarely/Never,4,4,5,4,5,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,0.0,4.0,3.0,4.0,3.0,0.0,3.25,3.5,3.25,3.625
Stage 3,More than 10hrs,1,Personal interest in the subject,Notes on phone or paper,Rarely,Not knowing how to prioritize task,Rarely/Never,5,5,4,5,4,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.75,3.25,3.0,0.0
Stage 4,More than 10hrs,2,Personal interest in the subject;Recommendations from friends or seniors,To-do list or planner apps,Rarely,Starting tasks too late,Rarely/Never,5,5,4,5,5,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,0.0,4.0,3.0,3.0,0.0,3.0,3.5,3.5,3.875,3.5
Stage 4,5 - 10 hrs,1,Personal interest in the subject,To-do list or planner apps;I usually remember them mentally,Rarely,Starting tasks too late,Rarely/Never,5,5,4,5,4,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,3.0,3.0,4.0,0.0,3.375,3.75,4.0,3.625
Stage 3,5 - 10 hrs,1,Career or job relevance,Notes on phone or paper,Rarely,Forgetting deadlines or exam dates,Rarely/Never,5,5,5,4,4,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.375,3.25,3.0,0.0
Stage 3,5 - 10 hrs,2,Personal interest in the subject;Recommendations from friends or seniors,I usually remember them mentally,Rarely,Forgetting deadlines or exam dates,Rarely/Never,4,4,4,4,5,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.5,3.5,3.875,0.0
Stage 4,More than 10hrs,2,Personal interest in the subject;Recommendations from friends or seniors,To-do list or planner apps,Rarely,Not knowing how to prioritize task,Rarely/Never,5,5,4,5,5,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,0.0,4.0,3.0,4.0,3.0,0.0,3.75,3.625,3.0,3.625
Stage 3,5 - 10 hrs,1,Career or job relevance,To-do list or planner apps;I usually remember them mentally,Rarely,Forgetting deadlines or exam dates,Rarely/Never,5,5,4,5,4,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.375,3.625,4.0,0.0
Stage 3,More than 10hrs,1,Career or job relevance;Recommendations from friends or seniors,To-do list or planner apps;I usually remember them mentally,Rarely,Forgetting deadlines or exam dates,Rarely/Never,4,4,4,5,5,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.75,3.5,3.125,0.0
Stage 4,More than 10hrs,2,Personal interest in the subject;Career or job relevance;Recommendations from friends or seniors,Notes on phone or paper,Rarely,Not knowing how to prioritize task,Rarely/Never,5,4,5,5,4,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,0.0,4.0,3.0,3.0,0.0,3.0,3.625,3.5,3.125,3.5
Stage 3,5 - 10 hrs,2,Personal interest in the subject;Recommendations from friends or seniors,To-do list or planner apps,Rarely,Not knowing how to prioritize task,Rarely/Never,5,4,4,5,4,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,3.0,3.125,0.0
Stage 3,More than 10hrs,1,Personal interest in the subject;Career or job relevance;Recommendations from friends or seniors,I usually remember them mentally,Rarely,Starting tasks too late,Rarely/Never,4,5,5,4,5,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.625,3.625,3.125,0.0
Stage 3,More than 10hrs,1,Personal interest in the subject,To-do list or planner apps;I usually remember them mentally,Rarely,Not knowing how to prioritize task,Rarely/Never,5,4,5,5,5,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.875,3.375,4.0,0.0
Stage 4,More than 10hrs,1,Personal interest in the subject;Recommendations from friends or seniors,To-do list or planner apps,Rarely,Starting tasks too late,Rarely/Never,4,5,4,4,4,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,0.0,4.0,3.0,4.0,0.0,4.0,3.375,3.25,3.25,3.75
Stage 4,5 - 10 hrs,2,Personal interest in the subject,I usually remember them mentally,Rarely,Forgetting deadlines or exam dates,Rarely/Never,4,4,5,5,5,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,0.0,3.0,4.0,4.0,3.0,0.0,3.125,3.5,3.875,3.375
